x	y	species	dbh	status
0.373	0.791	redoak	12.32	1
0.368	0.841	redoak	9.96	1
0.347	0.805	redoak	13.8	1
0.363	0.832	redoak	5.02	1
0.385	0.855	redoak	12.35	1
0.374	0.911	redoak	11.7	1
0.343	0.923	redoak	16.6	1
0.489	0.874	redoak	9.43	1
0.545	0.916	redoak	16.05	1
0.505	0.924	redoak	10.53	1
0.465	0.986	redoak	19.95	1
0.503	0.781	redoak	9.76	1
0.482	0.761	redoak	8.75	0
0.519	0.781	redoak	6.76	1
0.567	0.846	redoak	8.03	0
0.487	0.83	redoak	12.41	1
0.442	0.643	redoak	6.51	1
0.479	0.617	redoak	6.05	0
0.501	0.581	redoak	5.38	0
0.446	0.647	redoak	12.07	1
0.481	0.481	redoak	12.81	1
0.505	0.446	redoak	9.35	1
0.481	0.433	redoak	14.25	1
0.554	0.481	redoak	9.56	1
0.515	0.557	redoak	8.04	1
0.555	0.513	redoak	15.71	1
0.524	0.531	redoak	7.72	1
0.44	0.566	redoak	12.36	0
0.475	0.562	redoak	15.45	1
0.497	0.562	redoak	10.93	1
0.502	0.33	redoak	8.97	1
0.555	0.425	redoak	10.89	1
0.558	0.396	redoak	10.99	1
0.565	0.395	redoak	6.5	1
0.528	0.338	redoak	12.47	1
0.502	0.364	redoak	14.72	1
0.438	0.201	redoak	17.99	1
0.489	0.188	redoak	7.9	1
0.522	0.211	redoak	8.28	1
0.525	0.202	redoak	5.45	1
0.551	0.211	redoak	12.73	1
0.455	0.213	redoak	7.51	1
0.491	0.025	redoak	15.18	0
0.523	0.064	redoak	5.19	1
0.566	0.013	redoak	10.95	1
0.519	0.015	redoak	2.08	1
0.509	0.013	redoak	8.3	1
0.544	0.079	redoak	12.04	1
0.511	0.085	redoak	16.96	1
0.431	0.102	redoak	8.5	1
0.593	0.03	redoak	14.15	0
0.597	0.051	redoak	15.2	1
0.654	0.005	redoak	8.24	1
0.683	0.026	redoak	5.54	1
0.583	0.078	redoak	6.3	1
0.594	0.089	redoak	18.93	0
0.637	0.108	redoak	7.41	1
0.596	0.195	redoak	7.54	1
0.582	0.198	redoak	8.32	1
0.575	0.211	redoak	3.87	1
0.697	0.273	redoak	11.55	1
0.604	0.288	redoak	14.53	1
0.598	0.341	redoak	5.67	0
0.584	0.422	redoak	6.59	1
0.577	0.448	redoak	6.68	1
0.611	0.455	redoak	11.28	1
0.633	0.461	redoak	12.26	1
0.685	0.484	redoak	9.85	1
0.679	0.487	redoak	5	1
0.68	0.463	redoak	10.11	1
0.663	0.484	redoak	6.57	0
0.692	0.496	redoak	12.61	1
0.693	0.506	redoak	14.75	1
0.696	0.518	redoak	13.66	1
0.698	0.585	redoak	14.02	1
0.711	0.63	redoak	10.61	1
0.679	0.637	redoak	19.87	1
0.65	0.639	redoak	14.83	1
0.699	0.601	redoak	11.94	1
0.714	0.671	redoak	14.4	0
0.654	0.738	redoak	8.31	1
0.658	0.722	redoak	6.86	1
0.685	0.733	redoak	11.14	1
0.696	0.719	redoak	2.78	1
0.696	0.766	redoak	12.59	1
0.672	0.774	redoak	9.66	1
0.645	0.733	redoak	8.82	1
0.618	0.877	redoak	7.04	1
0.63	0.852	redoak	12.66	1
0.584	0.916	redoak	5.47	1
0.653	0.987	redoak	12.55	1
0.617	0.966	redoak	2.95	1
0.814	0.916	redoak	13.6	1
0.79	0.983	redoak	13.04	0
0.805	0.983	redoak	9.81	1
0.829	0.986	redoak	7.15	1
0.83	0.985	redoak	20.56	1
0.823	0.95	redoak	13.12	1
0.825	0.935	redoak	6.31	1
0.799	0.943	redoak	9.85	1
0.76	0.958	redoak	10.2	1
0.786	0.983	redoak	16.05	1
0.769	0.984	redoak	6.14	1
0.76	0.738	redoak	10.58	1
0.819	0.768	redoak	11.99	1
0.85	0.853	redoak	13.69	1
0.752	0.847	redoak	9.72	1
0.785	0.85	redoak	3.58	1
0.736	0.644	redoak	12.39	0
0.746	0.621	redoak	7.65	1
0.779	0.644	redoak	12.69	0
0.784	0.57	redoak	10.17	0
0.762	0.591	redoak	5.7	1
0.725	0.571	redoak	9.15	1
0.826	0.628	redoak	11.45	1
0.797	0.606	redoak	11.3	1
0.838	0.672	redoak	6.92	1
0.803	0.673	redoak	10.35	1
0.765	0.689	redoak	9.44	1
0.723	0.657	redoak	7.63	1
0.764	0.688	redoak	9.07	1
0.772	0.485	redoak	7.62	1
0.826	0.476	redoak	11.97	1
0.773	0.569	redoak	5.26	1
0.781	0.563	redoak	10.54	1
0.738	0.353	redoak	6.99	1
0.75	0.348	redoak	9.17	0
0.753	0.342	redoak	8.1	1
0.769	0.337	redoak	6.61	1
0.857	0.302	redoak	6.31	1
0.827	0.351	redoak	13.9	0
0.82	0.397	redoak	7.53	1
0.85	0.402	redoak	5.18	1
0.759	0.383	redoak	10.3	1
0.741	0.175	redoak	11.88	1
0.754	0.197	redoak	6.84	0
0.787	0.185	redoak	10.25	1
0.723	0.168	redoak	6.7	0
0.841	0.282	redoak	3.69	1
0.851	0.094	redoak	10.97	0
0.813	0.106	redoak	10.36	1
0.823	0.077	redoak	8.22	1
0.811	0.081	redoak	14.24	1
0.78	0.101	redoak	10.51	1
0.721	0.075	redoak	9.48	1
0.929	0.109	redoak	7.43	1
0.921	0.251	redoak	12.5	1
0.997	0.232	redoak	12.94	1
0.99	0.251	redoak	8.26	1
0.938	0.266	redoak	12.97	1
0.93	0.266	redoak	10.79	1
0.905	0.264	redoak	12.11	1
0.874	0.262	redoak	10.88	1
0.876	0.264	redoak	6.23	1
0.869	0.267	redoak	12.92	1
0.934	0.317	redoak	13.44	1
0.976	0.292	redoak	10.09	1
0.986	0.329	redoak	12.33	1
0.949	0.341	redoak	10.14	1
0.982	0.396	redoak	9.78	1
0.908	0.392	redoak	11.39	1
0.92	0.371	redoak	9.14	1
0.905	0.417	redoak	4.24	1
0.861	0.463	redoak	5.81	1
0.992	0.473	redoak	6.4	1
0.989	0.471	redoak	2.85	1
0.984	0.481	redoak	11.59	0
0.958	0.524	redoak	10.81	1
0.959	0.523	redoak	2.69	0
0.887	0.527	redoak	4.71	1
0.9	0.574	redoak	3.2	1
0.956	0.692	redoak	9.16	1
0.944	0.659	redoak	6.67	1
0.944	0.666	redoak	7.81	1
0.882	0.692	redoak	11.2	1
0.974	0.789	redoak	10.88	1
0.979	0.847	redoak	11.94	1
0.965	0.833	redoak	11.77	1
0.921	0.828	redoak	7.24	0
0.887	0.877	redoak	13.17	0
0.965	0.887	redoak	4.1	1
0.975	0.879	redoak	10.61	1
0.999	0.923	redoak	9.41	1
0.981	0.916	redoak	12.25	1
0.961	0.975	redoak	9.57	1
0.904	0.982	redoak	3.13	1
0.861	0.977	redoak	15.35	1
0.859	0.979	redoak	9.38	0
0.406	0.377	redoak	11.74	0
0.416	0.418	redoak	11.64	0
0.412	0.423	redoak	12.59	1

